"Manufacturer","Manufacturer (mega)","Make","Model (Carline)","U.S./Canadian Parts (%)","Foreign Parts (%)","Foreign Parts, Other (%)","Engine Origin","Additional country of Origin for Engine/Motor","Transmission Origin","Additional Country of Origin for the Transmission(s)","Final Assembly","Additional Final Assembly Countries","Vehicle Type on Part 567 Certification Label"
"Toyota","Toyota Motor Corporation","Lexus","RX 350",55,"30% Japan",15,"Japan","United States","Japan","United States","Canada","United States","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Lexus","RX 450h+",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Lexus","RX 350h/500h",40,"45% Japan",15,"United States","None","Japan","None","Canada","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Lexus","RZ 300e/450e",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Lexus","TX 350",65,"20% Japan",15,"United States","Japan","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Lexus","TX 500h",50,"35% Japan",15,"Japan","None","Japan","None","United States","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Lexus","TX 550h+",30,"60% Japan",10,"Japan","None","Japan","None","United States","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Lexus","UX 250h",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Toyota","bZ4x",0,"80% Japan + 20% China",0,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Toyota","Corolla Cross",60,"25% Japan",15,"United States","None","Japan","Brazil","United States","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Toyota","Corolla Cross Hybrid",45,"40% Japan",15,"United States","None","Japan","None","United States","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Toyota","4Runner",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Toyota","Camry",70,"10% Japan",20,"Japan","United States","United States","Japan","United States","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Toyota","Camry Hybrid",50,"30% Japan",20,"United States","None","Japan","None","United States","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Toyota","Corolla Hatchback",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Toyota","Corolla Hybrid",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Toyota","Corolla",55,"30% Japan",15,"United States","Japan","Japan","None","United States","Japan","Passenger Car"
"Toyota","Toyota Motor Corporation","Toyota","Crown",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Toyota","GR86",0,"85% Japan",15,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Toyota","GR Corolla",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Toyota","Grand Highlander",60,"25% Japan",15,"United States","Japan","Japan","United States","United States","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Toyota","Grand Highlander Hybrid",50,"35% Japan",15,"United States","Japan","Japan","None","United States","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Toyota","Highlander",65,"20% Japan",15,"United States","Japan","Japan","United States","United States","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Toyota","Highlander Hybrid",55,"30% Japan",15,"United States","Japan","Japan","None","United States","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Toyota","Land Cruiser",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Toyota","Mirai",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Toyota","Prius",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Toyota","Prius Prime",0,"95% Japan + 5% China",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Toyota","Rav4",70,"15% Japan",15,"Japan","United States","Japan","United States","Canada","United States","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Toyota","Rav4 Hybrid",45,"45% Japan",10,"United States","Japan","Japan","United States","Canada","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Toyota","Rav4 Prime",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Toyota","Sienna HV",60,"30% Japan",10,"United States","None","Japan","None","United States","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Toyota","Sequoia Hybrid",50,"20% Japan + 15% Mexico",15,"United States","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Toyota","Tacoma",35,"20% Japan + 30% Mexico",15,"United States","Mexico","Japan","Thailand","Mexico","None","Truck"
"Toyota","Toyota Motor Corporation","Toyota","Tacoma Hybrid",25,"40% Japan + 20% Mexico",15,"United States","Mexico","Japan","Thailand","Mexico","None","Truck"
"Toyota","Toyota Motor Corporation","Toyota","Tundra",55,"15% Japan + 15% Mexico",15,"United States","None","United States","None","United States","None","Truck"
"Toyota","Toyota Motor Corporation","Toyota","Tundra Hybrid",50,"20% Japan + 15% Mexico",15,"United States","None","United States","None","United States","None","Truck"
"Toyota","Toyota Motor Corporation","Toyota","Venza",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Volkswagen","Volkswagen Group","Volkswagen","Atlas 2.0 (FWD)",50,"32% Mexico",18,"Mexico","None","Japan","None","United States","None","Multipurpose Passenger Vehicle"
"Volkswagen","Volkswagen Group","Volkswagen","Atlas 2.0 (AWD)",49,"33% Mexico",18,"Mexico","None","Japan","None","United States","None","Multipurpose Passenger Vehicle"
"Volkswagen","Volkswagen Group","Volkswagen","Atlas Cross Sport 2.0 (FWD)",48,"34% Mexico",18,"Mexico","None","Japan","None","United States","None","Multipurpose Passenger Vehicle"
"Volkswagen","Volkswagen Group","Volkswagen","Atlas Cross Sport 2.0 (AWD)",50,"32% Mexico",18,"Mexico","None","Japan","None","United States","None","Multipurpose Passenger Vehicle"
"Volkswagen","Volkswagen Group","Volkswagen","Golf GTI (manual)",1,"41% Germany + 25% Hungary",34,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Volkswagen","Volkswagen Group","Volkswagen","Golf GTI (automatic)",1,"44% Germany + 23% Hungary",32,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Volkswagen","Volkswagen Group","Volkswagen","Golf R (manual)",1,"38% Germany + 19% Hungary",42,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Volkswagen","Volkswagen Group","Volkswagen","Golf R (automatic)",1,"39% Germany + 19% Hungary",41,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Volkswagen","Volkswagen Group","Volkswagen","ID.4 AWD 82kWh",73,0,27,"United States","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Volkswagen","Volkswagen Group","Volkswagen","ID.4 RWD 62kWh",71,"16% Mexico",13,"United States","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Volkswagen","Volkswagen Group","Volkswagen","ID.4 RWD 82kWh",70,0,30,"United States","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Volkswagen","Volkswagen Group","Volkswagen","Jetta (manual)",5,"47% Mexico + 15% Germany",33,"Mexico","None","Japan","None","Mexico","None","Passenger Car"
"Volkswagen","Volkswagen Group","Volkswagen","Jetta (automatic)",4,"47% Mexico",49,"Mexico","None","Japan","None","Mexico","None","Passenger Car"
"Volkswagen","Volkswagen Group","Volkswagen","Jetta (automatic)",19,"36% Mexico",45,"Mexico","None","United States","None","Mexico","None","Passenger Car"
"Volkswagen","Volkswagen Group","Volkswagen","Jetta GLI (manual)",4,"47% Mexico + 15% Germany",34,"Mexico","None","Germany","None","Mexico","None","Passenger Car"
"Volkswagen","Volkswagen Group","Volkswagen","Jetta GLI (automatic)",4,"33% Mexico + 18% Germany",45,"Mexico","None","Germany","None","Mexico","None","Passenger Car"
"Volkswagen","Volkswagen Group","Volkswagen","Taos (FWD)",4,"36% Mexico",60,"Mexico","None","Japan","None","Mexico","None","Multipurpose Passenger Vehicle"
"Volkswagen","Volkswagen Group","Volkswagen","Taos (AWD)",4,"34% Mexico + 15% Germany",47,"Mexico","None","Germany","None","Mexico","None","Multipurpose Passenger Vehicle"
"Volkswagen","Volkswagen Group","Volkswagen","Tiguan (FWD)",4,"47% Mexico",49,"Mexico","None","Japan","None","Mexico","None","Multipurpose Passenger Vehicle"
"Volkswagen","Volkswagen Group","Volkswagen","Tiguan (AWD)",4,"47% Mexico",49,"Mexico","None","Japan","None","Mexico","None","Multipurpose Passenger Vehicle"
"Volvo","Geely","Volvo","C40 Recharge RWD",0,"50% China",50,"Sweden","None","Sweden","None","Belgium","None","Multipurpose Passenger Vehicle"
"Volvo","Geely","Volvo","C40 Recharge Twin AWD",0,"45% Poland + 15% China",40,"Sweden","China","Sweden","China","Belgium","None","Multipurpose Passenger Vehicle"
"Volvo","Geely","Volvo","S60 B5",30,"15% Sweden",55,"Sweden","None","Japan","None","United States","None","Passenger Car"
"Volvo","Geely","Volvo","S60 Recharge",20,"20% Finland",60,"Sweden","None","Japan","None","United States","None","Passenger Car"
"Volvo","Geely","Volvo","S90 B6",0,"80% China",20,"China","None","Japan","None","China","None","Passenger Car"
"Volvo","Geely","Volvo","S90 Recharge",0,"75% China",25,"Sweden","None","Japan","None","China","None","Passenger Car"
"Volvo","Geely","Volvo","V60 Cross Country B5",0,"40% Sweden + 10% Poland",50,"Sweden","None","Japan","None","Sweden","None","Multipurpose Passenger Vehicle"
"Volvo","Geely","Volvo","V60 Recharge",0,"30% Sweden + 20% Finland",50,"Sweden","None","Japan","None","Sweden","None","Passenger Car"
"Volvo","Geely","Volvo","V90 Cross Country B6",0,"45% Sweden",55,"Sweden","None","Japan","None","Sweden","None","Multipurpose Passenger Vehicle"
"Volvo","Geely","Volvo","XC40 B5",0,"20% Sweden",80,"Sweden","None","Japan","None","Belgium","None","Multipurpose Passenger Vehicle"
"Volvo","Geely","Volvo","XC40 Recharge RWD",0,"50% China",50,"Sweden","None","Sweden","None","Belgium","None","Multipurpose Passenger Vehicle"
"Volvo","Geely","Volvo","XC40 Recharge Twin AWD",0,"45% Poland + 15% China",40,"Sweden","China","Sweden","China","Belgium","None","Multipurpose Passenger Vehicle"
"Volvo","Geely","Volvo","XC60 B5",0,"40% Sweden",60,"Sweden","None","Japan","None","Sweden","None","Multipurpose Passenger Vehicle"
"Volvo","Geely","Volvo","XC60 Recharge",0,"30% Sweden + 20% Finland",50,"Sweden","None","Japan","None","Sweden","None","Multipurpose Passenger Vehicle"
"Volvo","Geely","Volvo","XC90 B5",0,"50% Sweden",50,"Sweden","None","Japan","None","Sweden","None","Multipurpose Passenger Vehicle"
"Volvo","Geely","Volvo","XC90 B6",0,"45% Sweden",55,"Sweden","None","Japan","None","Sweden","None","Multipurpose Passenger Vehicle"
"Volvo","Geely","Volvo","XC90 Recharge",0,"35% Sweden + 20% Finland",45,"Sweden","None","Japan","None","Sweden","None","Multipurpose Passenger Vehicle"
